"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_pt",3.26768270328072,0.520950522970872,6.2725394431813,0.773794204337875,4.22293509690581
"asc_cs",0.809917071140425,0.362992798536419,2.2312207691337,0.550328054012753,1.47169868087746
"asc_rs",0,NA,NA,NA,NA
"b_tt",0.126136177227692,0.43152728158463,0.292301744549039,0.199850549041807,0.631152517881276
"b_tt_shift",-2.67853069143654,0.943149937543035,-2.83998395675483,1.08305126636613,-2.47313379764892
"b_tt_shift2",-3.21454364463261,1.78036840532613,-1.80554970253124,2.06935415150439,-1.55340430360636
"b_cost",-4.71531819354449,1.49870722567633,-3.14625706259378,2.72484511574182,-1.73049035569157
"b_cost_shift",-6.46484287722406,1.23075299700798,-5.25275412120904,1.48443572206064,-4.35508441433205
"b_cost_shift2",-19.557465793516,7.51517026876224,-2.60239822839532,9.99283576047712,-1.95714872757823
"b_trans",-1.76083730255786,0.499146768142087,-3.52769448775961,0.504413582127659,-3.49086020866152
"b_trans_shift",0.559325528450464,0.318893780704646,1.75395558738883,0.413553879304391,1.35248526598581
"b_trans_shift2",-0.615676365728232,0.576937699052438,-1.06714532043827,0.627312776650035,-0.981450384313957
"b_crowd",1.08321380953563,1.32892779716745,0.815103583388392,2.19656378336727,0.493140157248287
"b_crowd_shift",-7.18218435192907,0.657167101328787,-10.9290077628761,1.12924535061706,-6.36016287160667
"b_crowd_shift2",1.13470038414442,1.39329881064955,0.814398444519896,1.88708417522383,0.6012982351515
"b_disin",0.30396999035065,0.318418422924705,0.954624382467117,0.45620579994531,0.666300144336371
"b_disin_shift",-0.0836329410673813,0.198015995734541,-0.422354470693867,0.217269709270938,-0.384926832866012
"b_disin_shift2",-0.0852184354675075,0.493756756025431,-0.172591938090095,0.525027409376717,-0.162312355403833
"b_share",-28.0241098170688,94.4477674324201,-0.296715428843999,38.5700239815554,-0.726577453788213
"b_share_shift",-0.286834686715703,0.924132798973605,-0.310382541377471,1.01890398927861,-0.281512968575953
"b_share_shift2",3.67526537850413,4.03389757765454,0.911095363170095,5.00581652977887,0.734198977657393
"b_pta",-1.04263058149607,0.183338596694516,-5.68691263211386,0.251721295340637,-4.14200387807932
"b_pta_shift",-0.485699017592089,0.122352868300275,-3.96965779666152,0.183486606504704,-2.64705433734008
"b_pta_shift2",-0.0172452196285211,0.235835880628354,-0.0731238163699836,0.397568072089725,-0.0433767720276823
"b_csa",-0.427803359190886,0.141939083743466,-3.01399267846533,0.349888796135473,-1.22268378958109
"b_csa_shift",-0.0639157015378722,0.0869943679750123,-0.734710798246513,0.101217810135436,-0.631466946897478
"b_csa_shift2",-0.217861386457265,0.218114364410111,-0.998840159136101,0.341225581873846,-0.638467330792948
"b_rsa",0,NA,NA,NA,NA
"b_rsa_shift",0,NA,NA,NA,NA
"b_rsa_shift2",0,NA,NA,NA,NA
"delta_b",1.03961843023603,0.273265720664729,3.80442313696397,0.315860696602032,3.29138269313035
"delta_c",1.37830872666435,0.24648499543728,5.59185651126203,0.265450626366616,5.19233555983687
