"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_pt",3.91736260388845,0.327694178506749,11.9543246747295,0.580478736583082,6.74850318712367
"asc_cs",1.12420564805979,0.32432348502454,3.46630971844278,0.447167507012583,2.51405934114117
"asc_rs",0,NA,NA,NA,NA
"b_tt",-1.10573024373194,0.517283955193326,-2.1375691873503,0.694304744866335,-1.59257192451539
"b_tt_shift",-1.30353397538518,1.00352097664409,-1.29896036627394,1.49631813264817,-0.871160983044564
"b_cost",-5.14153241302834,0.859898822477059,-5.97922950774306,1.39744346281701,-3.67924180822591
"b_cost_shift",3.28827648182665,1.43134924649507,2.29732644906798,2.33037305979514,1.41105153443359
"b_trans",-0.484516834761361,0.157525342211933,-3.07580245792767,0.31984488550786,-1.51484940580503
"b_trans_shift",0.401899200046671,0.261775484159933,1.53528204268788,0.511546873601412,0.785654689309711
"b_crowd",-2.32451872356045,0.382848713889715,-6.07163780163582,0.491306086286175,-4.73130455421728
"b_crowd_shift",-1.23220809922855,0.569413733373314,-2.16399434542739,0.835685443710266,-1.47448792904399
"b_disin",0.267078267070134,0.174897980561669,1.5270517487534,0.18302375003945,1.45925469788794
"b_disin_shift",-0.444712159839762,0.254113690156889,-1.75005195338039,0.255564804661975,-1.74011503825014
"b_share",-0.177949003689143,0.149673554549245,-1.18891412865186,0.164395171674701,-1.08244665507124
"b_share_shift",0.219318824588817,0.159711916823476,1.37321515482919,0.173032523554648,1.26750058360879
"b_pta",-0.274327004122727,0.0754533649914327,-3.63571597043916,0.140319546031133,-1.95501633152278
"b_pta_shift",-0.398588698699029,0.0830467293748908,-4.7995712979823,0.157540609247893,-2.53006955223744
"b_csa",-0.201767552954293,0.0795757195665252,-2.53554167091904,0.107169681611838,-1.88269247346542
"b_csa_shift",-0.0711925468226399,0.0670690174219757,-1.06148188178634,0.0936285122380581,-0.760372509622145
"b_rsa",0,NA,NA,NA,NA
"b_rsa_shift",0,NA,NA,NA,NA
"cost_income_elast",0.18524752957852,0.172418454598448,1.07440662317703,0.306014639973314,0.605355121554557
