"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_pt",1.62492487488369,0.226781905022168,7.16514342149501,0.364737020175446,4.4550588095008
"asc_cs",0.133984274642247,0.157136663796457,0.85266080751084,0.183891832257785,0.728603728600753
"asc_rs",0,NA,NA,NA,NA
"b_tt",-2.31520698821083,1.52192018524297,-1.52124073959976,1.47610011141561,-1.56846203743627
"b_tt_shift",0.111112926630631,1.63361869657854,0.0680164391258174,1.72194879256673,0.06452742794111
"b_cost",-21.8750395961189,6.15983809683929,-3.55123612864814,7.18885659290725,-3.04290944093967
"b_cost_shift",17.6059684132319,6.12786494966781,2.87309993902302,7.06242613727891,2.49290655519908
"b_trans",0.268037620116615,0.446150086942333,0.600779038178828,0.509110297900365,0.526482416918369
"b_trans_shift",-0.724592814974591,0.453068001038364,-1.59930256233928,0.506696931468293,-1.43003197764566
"b_crowd",1.27495606019881,0.974935629964152,1.30773357851911,1.30961496252377,0.973535044026857
"b_crowd_shift",-6.18609140531918,0.993788089658584,-6.22475905043742,1.26352663358572,-4.89589316195408
"b_disin",-0.389028735456656,0.372751213006777,-1.04366859686003,0.37382432050816,-1.04067262110669
"b_disin_shift",0.384465383852567,0.397613459525052,0.966932518611945,0.395968204937955,0.970950139577015
"b_share",-16.2360697178748,9.49956718781515,-1.70913783721646,11.4758993417548,-1.4147971530911
"b_share_shift",16.73653640107,9.55546564094165,1.75151447663211,11.5549360829583,1.44843175945853
"delta_a",16.3059777708058,3.62113877452437,4.50299720229516,4.10381218991617,3.97337329687567
"g_off3_a",0.711461659185188,0.578512903869556,1.22981121842981,0.703269381539892,1.01164884731276
"g_off4_a",-0.18284702421154,0.453403313431054,-0.403276771022858,0.4855829360593,-0.376551584978289
"g_hou_a",-0.592137302324828,0.523554239433229,-1.13099514381899,0.464101071269628,-1.27588005928307
"g_incn_a",-0.0979551504556479,0.0701017277697408,-1.39732861902342,0.076986885936098,-1.27236151020518
"g_incd_a",0.0604941767536036,0.0851910390500121,0.710100233876594,0.0975638397318367,0.620047108845629
"g_car_a",-0.815288620736634,0.299254675395914,-2.72439727017801,0.312548246270899,-2.60852086186396
"g_csrs1_a",-0.769276212542054,0.212621752946298,-3.61805037293785,0.253732810841264,-3.03183577240752
"g_csrs2_a",-0.508094152450169,0.20066019020947,-2.53211238322742,0.210081022005012,-2.41856283638056
"g_fam2_a",-0.412888994426004,0.489948430408614,-0.842719292072551,0.596350915616378,-0.692359118790401
"g_fam3_a",-0.245593756967781,0.547666925557778,-0.448436349735112,0.565260977892562,-0.434478526862791
"g_fam5_a",-0.390255218335028,0.546091845087413,-0.714632935550539,0.598040934529191,-0.652556030537036
"g_lic_a",-1.40009751252116,0.776567075460607,-1.80293184808372,0.847898648668235,-1.6512557423228
"g_att1_a",-0.482589864522476,0.44750636291133,-1.07839777155995,0.460801320371861,-1.04728403150632
"g_att2_a",-1.80129617397152,0.505632287910288,-3.56246271656433,0.604561818741219,-2.97950700512657
"g_age_a",-0.0157454282500413,0.0195089198294082,-0.807088674704908,0.0199009851102625,-0.791188384032393
"g_gen_a",-0.0606526699091473,0.398596588231731,-0.152165552089186,0.444725434740824,-0.136382282575078
"g_edu_a",-0.454677877129882,0.27096508749762,-1.6779943177509,0.298355263564848,-1.52394789921666
