"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_pt",3.05001169445853,0.503968654596441,6.05198689767891,0.628698344048763,4.85131179894115
"asc_cs",0.672866560566819,0.335265964722166,2.00696351961769,0.438065074243713,1.53599681903077
"asc_rs",0,NA,NA,NA,NA
"b_tt",-0.118129505170377,1.4325101416744,-0.0824632941392659,2.56339527222479,-0.0460832187881239
"b_tt_shift",-3.11475912947422,2.26150775541504,-1.37729314525503,3.39967667029303,-0.916192753473153
"b_tt_shift2",-2.47884575640505,1.71430796335009,-1.44597459114692,2.46932313234119,-1.00385637016847
"b_cost",-5.67567963333724,1.99160198902378,-2.84980616840982,8.22499804237996,-0.690052399294547
"b_cost_shift",-13.855990413246,7.99525695052024,-1.73302628033042,14.5666009872553,-0.951216445440428
"b_cost_shift2",-0.244025782876951,2.92599194502112,-0.0833993351527116,12.4034557732287,-0.0196740156403548
"b_trans",-1.73322004325504,0.565332628229579,-3.06584116448906,1.28400109031714,-1.34985870053034
"b_trans_shift",1.0984203968181,0.807481872336411,1.36030347485061,1.31648159692341,0.834360616498618
"b_trans_shift2",2.20983650005499,0.702745370473796,3.14457638983108,1.16194212694807,1.90184730272177
"b_crowd",1.74369397628513,1.66909221026008,1.0446960123392,4.29514170900102,0.405968904967908
"b_crowd_shift",-0.746172466819294,2.24063877933356,-0.333017741950012,5.71615287665522,-0.130537528110325
"b_crowd_shift2",-9.23131668878465,1.70868370976295,-5.40258951146982,5.17540906012927,-1.78368831942225
"b_disin",0.0961322660147883,0.354095506528168,0.271486828390863,1.27208333623402,0.0755707297443156
"b_disin_shift",-0.221813143415166,0.583203454912263,-0.380335784273665,1.12797593280576,-0.196647053331556
"b_disin_shift2",-0.112763874157459,0.473044156344871,-0.238379171679796,1.83276855690719,-0.0615265215744145
"b_share",-2.91159206839414,3.26910252892849,-0.890639569309707,5.03236197207967,-0.578573656773521
"b_share_shift",-8.11545093156464,12.1386368100535,-0.668563617031795,21.2758768549426,-0.381439081777696
"b_share_shift2",3.19429387701275,4.32335145968047,0.738846681053506,5.84255827796917,0.546728628973652
"b_pta",-1.0456270601937,0.198795741928789,-5.25980612083861,0.473058885846978,-2.21035285770306
"b_pta_shift",1.09128480819619,0.28576595285657,3.81880625486523,0.749021206978104,1.45694781139634
"b_pta_shift2",0.659014477434863,0.247870499132425,2.65870476616414,1.00311352231795,0.656968989822849
"b_csa",-0.263646402311355,0.1382938980374,-1.90642107896947,0.621274541576652,-0.424363762986781
"b_csa_shift",0.0861696193609413,0.233030189726311,0.369778780432465,0.600519317642996,0.143491835864918
"b_csa_shift2",0.18028472588115,0.180851342499524,0.99686694823194,0.931119276667579,0.193621515952691
"b_rsa",0,NA,NA,NA,NA
"b_rsa_shift",0,NA,NA,NA,NA
"b_rsa_shift2",0,NA,NA,NA,NA
"delta_b",1.2884829742617,0.266596873288038,4.83307609114226,0.462895655306853,2.78352790632171
"delta_c",0.897259976767162,0.321937558150014,2.78706213069139,0.728949848057181,1.2308939759828
