"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_pt",3.25841088457403,0.408184903073097,7.98268348496593,0.563356866300792,5.78391971321829
"asc_cs",0.855949178865177,0.325865693311619,2.62669313288726,0.416162630113531,2.05676607395448
"asc_rs",0,NA,NA,NA,NA
"b_tt",-2.71574773556941,1.29024079903707,-2.10483790126325,1.59430830874861,-1.70340185813937
"b_tt_shift",-2.15124781123771,0.786449070239669,-2.73539367346715,1.22228186956392,-1.76002595211955
"b_cost",-9.24315112643953,3.97100416952296,-2.32766089680282,7.14420426344269,-1.29379715159283
"b_cost_shift",-4.44531629563523,0.849100075034995,-5.23532670215819,1.40084274261216,-3.17331571946901
"b_trans",0.0520371108993419,0.446899706416034,0.11644024409114,0.594346129586387,0.0875535454997497
"b_trans_shift",-0.145351241619309,0.212604042366583,-0.683671109925025,0.3725057693554,-0.390198632012683
"b_crowd",-0.166637484121232,0.957867851825359,-0.173967091393327,1.14066823508978,-0.146087599351897
"b_crowd_shift",-5.06576786725428,0.467203143461368,-10.8427521050555,0.723858323428687,-6.99828640949979
"b_disin",-0.155056363241737,0.420231959649616,-0.368978036251744,0.480919274208827,-0.322416612427989
"b_disin_shift",-0.0183510087245667,0.159601220426791,-0.114980378442559,0.155251349883797,-0.118201926993241
"b_share",-0.226861529833981,3.79834626515727,-0.059726395119637,7.65658639977756,-0.0296295918296659
"b_share_shift",0.101700414647973,0.860933750255359,0.118128037863318,0.950511547900607,0.10699545405061
"b_pta",0.193452189924913,0.289962321844681,0.667163197943133,0.611921098438965,0.316139107506536
"b_pta_shift",-0.593529771673349,0.0928245838059135,-6.39410108117864,0.131956627715594,-4.4979155799024
"b_csa",0.0416181177601908,0.261724703747844,0.159014862426924,0.533788186305095,0.0779674762910608
"b_csa_shift",-0.194212644310266,0.0750014376831177,-2.58945228664572,0.100300615035517,-1.93630561728355
"b_rsa",0,NA,NA,NA,NA
"b_rsa_shift",0,NA,NA,NA,NA
"delta_b",-0.170792700028786,0.146069600514401,-1.16925561121082,0.148279940244326,-1.15182606458678
