"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_pt",5.95787220550756,0.500214519661126,11.9106342805558,1.18702993917543,5.01914232226208
"asc_cs",1.35362826679161,0.264542709123485,5.11686098353121,0.363637716766581,3.72246388198643
"asc_rs",0,NA,NA,NA,NA
"mu_log_b_tt",3.13964190114479,0.360050441448258,8.7200056984126,0.346589396273216,9.05867846767536
"sigma_log_b_tt_inter",-2.10794286654791,0.259633661042118,-8.11891207822224,0.208022358691703,-10.1332514437641
"sigma_log_b_tt_intra",0.865290429034168,0.112602164756658,7.68449195363275,0.129115937475557,6.70165469849898
"gamma_btt_shift",0.958898790155036,0.481222560430984,1.99263058094418,0.505167259531555,1.89818079470199
"b_cost",-6.70019987230418,1.17587295541995,-5.69806443920745,1.80083320924395,-3.72061101378575
"b_cost_shift",4.16503170623216,1.85165805272854,2.24935251954037,3.43025407120108,1.21420501798976
"b_trans",-0.457277837101891,0.313725265398725,-1.45757415017474,0.409768739083173,-1.1159412456036
"b_trans_shift",0.369459529399164,0.436859507798817,0.845717039010418,0.858677295865155,0.430265864927659
"b_crowd",-3.2924875950348,0.639495931220159,-5.14856691699779,0.864730515860424,-3.8075302474537
"b_crowd_shift",-2.63751570835387,0.840985637529616,-3.13621968158879,1.27657254404549,-2.06609152034205
"b_share",5.04312392400458,2.10276710307344,2.39832738330054,2.4919274605323,2.02378440138355
"b_share_shift",-4.4703434189273,2.85324852845327,-1.56675570822099,3.1974765085577,-1.39808483563927
"b_pta",-0.425051797326119,0.121090287987741,-3.51020552010868,0.268171161201435,-1.58500188991926
"b_pta_shift",-0.646892334374346,0.123817039057687,-5.22458249121072,0.236031799995583,-2.74069991580139
"b_csa",-0.218908542570959,0.0642995427609987,-3.40451165235562,0.090255843728878,-2.4254223718582
"b_csa_shift",-0.0849070133821346,0.0571934506283181,-1.484558327035,0.0744563679359972,-1.14035932366619
"b_rsa",0,NA,NA,NA,NA
"b_rsa_shift",0,NA,NA,NA,NA
"cost_income_elast",0.353967759506159,0.234183670277818,1.51149633570196,0.466760853449485,0.758349285057313
"scale_best",1,NA,NA,NA,NA
"scale_worst",0.506791637098415,0.0673128028419108,7.52890409702079,0.117034963656532,4.33025842248066
