"asc_pt","asc_cs","mu_log_b_tt","sigma_log_b_tt_inter","sigma_log_b_tt_intra","gamma_btt_shift","b_cost","b_cost_shift","b_trans","b_trans_shift","b_crowd","b_crowd_shift","b_share","b_share_shift","b_pta","b_pta_shift","b_csa","b_csa_shift","cost_income_elast","scale_worst","logLike"
5.95787220550756,1.35362826679161,3.13964190114479,-2.10794286654791,0.865290429034168,0.958898790155036,-6.70019987230418,4.16503170623216,-0.457277837101891,0.369459529399164,-3.2924875950348,-2.63751570835387,5.04312392400458,-4.4703434189273,-0.425051797326119,-0.646892334374346,-0.218908542570959,-0.0849070133821346,0.353967759506159,0.506791637098415,-2205.96485144379
5.95890681797338,1.35430545864906,3.1430515763142,-2.17152114523227,0.851617570291347,0.903870016704785,-6.69903684394659,4.17942081240606,-0.457403237143162,0.366604650641153,-3.29223268263328,-2.64304713097136,5.03953991762661,-4.44148794324791,-0.424373230899686,-0.647209960444511,-0.21906394882071,-0.0843635861587739,0.349308410465698,0.506570575495515,-2205.93912739248
5.95489351986749,1.35865677086267,3.15867268145136,-2.13425517108468,0.848371231136241,0.882071872150204,-6.70085355351487,4.18241604441041,-0.458175438945759,0.366227840692232,-3.27770382382608,-2.64600047384783,5.10672394247053,-4.48098465521071,-0.421753223136054,-0.648966936485082,-0.219841084207333,-0.0839645437152065,0.34774848931498,0.506320712476543,-2205.92014534053
5.95546117288884,1.35812256870088,3.15637456833381,-2.13281252112879,0.847243098645639,0.900877909367003,-6.69670403085889,4.19834564806991,-0.463632657550744,0.374036224088985,-3.27758833376387,-2.64473299881074,5.11427397109319,-4.54333065815674,-0.420150318341419,-0.651035126734556,-0.219643707406952,-0.0848374640072877,0.345999417596406,0.506477628605917,-2205.917577154
5.95449479881389,1.35776919727665,3.15394419456005,-2.13606213110535,0.84692832244465,0.900284615520087,-6.69380726315337,4.20835531130558,-0.466169929937877,0.377002314860072,-3.27937561041806,-2.64027271776366,5.10573868642384,-4.53163556219276,-0.419128002020058,-0.651743376473764,-0.219566658776575,-0.0848488997427535,0.343772550987593,0.506704628713799,-2205.91660893391
5.9520677914288,1.35791027362391,3.15360457820714,-2.13742004234594,0.846478019894353,0.897537990004245,-6.69078861741924,4.22567643801211,-0.468729875410004,0.380412268679332,-3.28178761009481,-2.6314722151013,5.09541686030524,-4.51616069401626,-0.41739362614748,-0.652892004394182,-0.219529863952742,-0.0848828120040233,0.339656935192855,0.506876540761607,-2205.91573573718
5.95062569289799,1.35822294420617,3.15371492783443,-2.13692216334883,0.846614552908777,0.896148957726108,-6.69097658569939,4.23358723901041,-0.468720254222907,0.380848093164641,-3.28355234401713,-2.62652342664158,5.09283360113477,-4.50649844718364,-0.416780255041731,-0.653180062935539,-0.219520995185003,-0.0848202056329999,0.33758808196878,0.506868604496589,-2205.91549644188
5.94958260220144,1.35849940518478,3.15478361362768,-2.13589258232464,0.846791016708329,0.894955638837086,-6.69303458110748,4.23973054169335,-0.467973967820484,0.38055627641021,-3.28481132705013,-2.62354890387101,5.09364425856668,-4.50251055672739,-0.416500224438491,-0.653264673736885,-0.219501577339069,-0.0847560371764488,0.336136106958175,0.506750286928286,-2205.91538598747
5.94917202147917,1.35839982789072,3.15489802301847,-2.13536442911747,0.846960127605693,0.894889975855537,-6.69478965197932,4.24214709262756,-0.467505354245836,0.380375088593115,-3.28528107959874,-2.62318395917428,5.0949732414336,-4.50199538111875,-0.41650939234095,-0.653199095838119,-0.219452476954226,-0.0847019916145136,0.335700393955715,0.506686644528572,-2205.91535310564
5.94892455775279,1.35825556743786,3.15527702322737,-2.13503565922455,0.84702115915965,0.894816782264916,-6.69656903539517,4.24379595026788,-0.46715458901626,0.380308784852334,-3.28531374936177,-2.62377611860909,5.09673326526049,-4.50400353348008,-0.416558605442577,-0.653147987038609,-0.219409457496902,-0.0846711898341886,0.335541995308466,0.506615341566475,-2205.91533716585
5.9487564686419,1.35807353817035,3.15521112006584,-2.13500463685443,0.847045097764106,0.894956593419174,-6.69745759706137,4.24452665475752,-0.467106580884138,0.380472485720508,-3.28520152350051,-2.62451417211941,5.09748620548543,-4.50529664129704,-0.416587283843695,-0.653123440545668,-0.219375404213617,-0.0846533351957484,0.33555393273595,0.506592420616223,-2205.91533046132
5.94858029491997,1.35794182249709,3.15519808231731,-2.13506766175698,0.847023285359381,0.8950220876729,-6.69794934384805,4.24500469061783,-0.467154422135436,0.380714990577424,-3.28500392143454,-2.62519049511853,5.09789147858656,-4.50650650353784,-0.416582199895821,-0.653132191063874,-0.219356135838753,-0.0846488959774412,0.335602752173787,0.506578355273722,-2205.91532676743
5.94841645195906,1.35787459329407,3.15511429005526,-2.13516397276077,0.846997475807595,0.895071281533403,-6.69798738262467,4.24519167721208,-0.467249563261425,0.380944834463523,-3.28485531814217,-2.62553668099851,5.09784695549305,-4.5068824715416,-0.416553698619642,-0.653154911953941,-0.219350291606357,-0.0846510945959022,0.335652069094662,0.506578326130681,-2205.91532499718
5.9482606656095,1.35786173288647,3.15506230417142,-2.13524420622317,0.846970661647384,0.895075760272066,-6.6978328176068,4.24525714087185,-0.46733238465772,0.381125311045056,-3.28474784326255,-2.62564712486986,5.09766578421195,-4.50687586944941,-0.416514569387688,-0.653183071514429,-0.219353581753406,-0.0846574458609132,0.335691541963694,0.506579948209381,-2205.915324033
5.9481449467925,1.35788187936429,3.15502779723362,-2.13528589396628,0.84695580498354,0.895064629311583,-6.69762861614606,4.24524662301898,-0.467377440079127,0.381222859120138,-3.28470193845489,-2.62557606520213,5.09747778218603,-4.50661326277071,-0.416481621061316,-0.653203762155651,-0.21936052047263,-0.0846636041540553,0.33571597174206,0.506581037163091,-2205.91532356718
5.94806411496559,1.35791510277595,3.1550179641195,-2.13529614294605,0.846950006329171,0.895045256831356,-6.69746517019116,4.24522176932044,-0.467389096667475,0.381259330939538,-3.28469238515746,-2.6254281497611,5.09736011298112,-4.50631698934689,-0.416458173327274,-0.6532162283987,-0.21936787642762,-0.0846685287059631,0.335730210344447,0.50657955602331,-2205.91532332859
