"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_pt",3.25838149424589,0.408187068452121,7.98256913576892,0.563367100599562,5.78376247171368
"asc_cs",0.855953509659298,0.325866489929536,2.62670000172275,0.416164599152497,2.0567667490277
"asc_rs",0,NA,NA,NA,NA
"b_tt",-2.15131571255866,0.78647287241129,-2.73539722478008,1.22238760217931,-1.75992926361755
"b_tt_shift",-0.564342455961657,1.44173284745687,-0.391433445493818,1.734889033526,-0.325290231856896
"b_cost",-4.44535827627455,0.849102294302808,-5.23536245997852,1.40085475123201,-3.17331848456451
"b_cost_shift",-4.79758305075114,3.9995141774274,-1.19954145376654,7.10418807726273,-0.675317573039207
"b_trans",-0.145324087469942,0.212605543250383,-0.683538562768307,0.37251276901309,-0.390118405484337
"b_trans_shift",0.197369578366704,0.476470740283037,0.414232316237218,0.67316655288454,0.293195758941037
"b_crowd",-5.06577255230322,0.46720675450124,-10.8426783292359,0.723877018206847,-6.9981121445904
"b_crowd_shift",4.89903914371226,1.05768027707069,4.63187151156912,1.38274049423349,3.54299245891977
"b_disin",-0.0183521020824836,0.159601540691755,-0.114986998264182,0.155253277623034,-0.118207501725302
"b_disin_shift",-0.136697361288971,0.454745653964234,-0.300601798164129,0.524113412624446,-0.26081637675417
"b_share",-0.218766386426402,1.83609232661177,-0.119147813677814,1.99761709873878,-0.109513673348372
"b_share_shift",0.835055891471482,10.6769576292584,0.0782110335610169,21.4708831654127,0.0388924798778965
"b_pta",-0.593523445307139,0.092825147764874,-6.39399408025219,0.131959889214646,-4.49775646857139
"b_pta_shift",0.787001314011595,0.27375634291928,2.87482403373445,0.575449311163311,1.36762925725051
"b_csa",-0.194211230064848,0.0750015945666938,-2.58942801398908,0.100300911430858,-1.93628579535617
"b_csa_shift",0.23583615556171,0.256752863944957,0.918533690094568,0.533236990713418,0.442272684882917
"b_rsa",0,NA,NA,NA,NA
"b_rsa_shift",0,NA,NA,NA,NA
"delta_b",0.170786332028078,0.146069891647389,1.16920968518519,0.148281198161316,1.15177334784063
