"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_pt",5.94802939342771,0.498091591669004,11.941637829093,1.18265155265627,5.02940141588472
"asc_cs",1.35794282438245,0.264574072288698,5.13256198022568,0.36419220572123,3.72864329068559
"asc_rs",0,NA,NA,NA,NA
"mu_log_b_tt",3.15508402500052,0.346033483794028,9.11785758536172,0.317956652187577,9.92300052001805
"sigma_log_b_tt_inter",-2.13515080620249,0.251959453990597,-8.47418412917409,0.203288937346173,-10.5030349121587
"sigma_log_b_tt_intra",0.846962001544577,0.110758754754117,7.64690794352842,0.127883538387817,6.62291653970424
"gamma_btt_shift",0.895030485438939,0.418583814855856,2.13823481385001,0.400313847696301,2.23582194468065
"b_cost",-6.69746537573289,1.17473519852233,-5.70125538432615,1.80627420802721,-3.7078896138631
"b_cost_shift",4.24515215294558,1.84042881231985,2.30661035326576,3.42257893917555,1.24033725105788
"b_trans",-0.4673291530666,0.311140142179981,-1.50198926371985,0.398994145453099,-1.17126819626864
"b_trans_shift",0.38119951327209,0.434079224922936,0.87817958424471,0.853217821898463,0.446778657792095
"b_crowd",-3.28467932776098,0.638067258103351,-5.14785751195675,0.861022809774196,-3.81485750490442
"b_crowd_shift",-2.6253226710052,0.838851124978457,-3.12966460058407,1.26863713970345,-2.06940392082394
"b_share",5.09751185306073,2.10122130006423,2.42597571845712,2.47924065839765,2.05607787037314
"b_share_shift",-4.5062990342325,2.84926689714314,-1.5815643802098,3.17880503844331,-1.41760786828225
"b_pta",-0.416459116790962,0.119660287140726,-3.48034529034002,0.261384243541221,-1.59328317250036
"b_pta_shift",-0.653210055397489,0.123159342063,-5.30378000122273,0.233029101831006,-2.80312652052876
"b_csa",-0.219371075650191,0.0642808784384215,-3.41269567217162,0.0903231362947599,-2.42873625351424
"b_csa_shift",-0.0846692602816498,0.0571165257639432,-1.48239514132178,0.0742679310742313,-1.14005142000014
"b_rsa",0,NA,NA,NA,NA
"b_rsa_shift",0,NA,NA,NA,NA
"cost_income_elast",0.335737586988954,0.234900489061919,1.42927581091777,0.470312979447019,0.713859922351506
"scale_best",1,NA,NA,NA,NA
"scale_worst",0.50657364695787,0.0668321796567875,7.57978640767587,0.116072142389327,4.36429996491949
