"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_pt",0,NA,NA,NA,NA
"asc_cs",-1.58152098738774,0.218017663732356,-7.25409565588801,0.39657892576712,-3.98790980718033
"asc_rs",-1.72126673779277,0.232100431866099,-7.41604280506371,0.389903609006159,-4.41459555139839
"b_tt",-2.06895894049679,1.92796720565014,-1.07312973707927,2.15199560369875,-0.961414111135152
"b_tt_shift",-0.120330558609293,1.98209462676149,-0.060708786041108,2.22204580092996,-0.0541530505622041
"b_cost",-25.0205155995271,7.75626357107735,-3.22584648784076,10.1887323933549,-2.45570446190592
"b_cost_shift",20.9583042284623,7.69330435560516,2.72422658193584,10.0588371271807,2.08357128796026
"b_trans",0.170152108219978,0.492290843876368,0.345633298560209,0.577212967651991,0.294782199561679
"b_trans_shift",-0.72659044471557,0.496273712737861,-1.46409214525406,0.565549386488096,-1.28475153907866
"b_crowd",1.31133390518887,1.11227532430238,1.17896520451116,1.47127063262817,0.891293468453456
"b_crowd_shift",-6.1049389326451,1.11814983183396,-5.45985766740397,1.40219526271722,-4.35384364429725
"b_disin",-0.407205254082396,0.421307739107271,-0.966526878773323,0.468997304608008,-0.868246469822979
"b_disin_shift",0.403479402934119,0.443350565651766,0.910068542127531,0.486869907624795,0.828721177085069
"b_share",-16.0982974865711,9.51283358179505,-1.69227153488513,9.54779990747258,-1.68607403198425
"b_share_shift",16.4466580050272,9.60182512018132,1.71286789742289,9.80973112525906,1.67656562601178
"cost_income_elast",0.671725962941457,0.174046673431172,3.85945878596236,0.255874539616085,2.62521610766479
"delta_a",13.2741515407004,2.57425824257437,5.1564956930761,2.61616330218499,5.07390021472052
"g_hou_a",-0.702389937793129,0.460332733468839,-1.52583096253066,0.449703584884202,-1.56189534929768
"g_incn_a",-0.0398090946668255,0.0552549674063213,-0.720461825162008,0.0559117353931334,-0.711998910191482
"g_car_a",-0.823885374034454,0.268324988723611,-3.07047576132799,0.26170438883742,-3.14815268362305
"g_csrs1_a",-0.707886939269144,0.184430892910274,-3.83822323960408,0.19129538115199,-3.70049153830174
"g_csrs2_a",-0.447493640348322,0.184139146730599,-2.43019286389449,0.185427900114592,-2.41330263715318
"g_lic_a",-0.984946557981986,0.634191589109885,-1.55307414178167,0.652005063242885,-1.51064249882224
"g_att1_a",-0.456975459480435,0.405719479985752,-1.12633354330555,0.398911968319529,-1.14555464807312
"g_att2_a",-1.41803703595694,0.438449535559324,-3.23420809226759,0.460121050198463,-3.08187820432318
"g_age_a",-0.0225227969641218,0.0166854067135941,-1.34985004265865,0.0169065070231816,-1.33219694246951
"g_edu_a",-0.397938875534633,0.231523910199577,-1.71878090341341,0.251611899248369,-1.58155825190852
